id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders,discount,promotion
1000472,140,113,1109,277.48,328.83,0,0,231,51.349999999999966,0
1000473,1,149,2290,310.43,309.43,0,0,189,-1.0,0
1000474,97,162,2126,423.89,513.13,0,0,53,89.24000000000001,0
1000475,96,23,1885,149.38,151.38,0,0,554,2.0,0
1000476,13,161,1962,541.32,584.94,1,0,202,43.620000000000005,1
1000477,104,11,2306,248.32,349.26,1,0,244,100.94,1
1000478,137,129,2826,325.92,327.92,0,0,499,2.0,0
1000479,103,20,2444,668.33,668.33,0,0,81,0.0,0
1000480,68,65,2664,327.89,326.89,0,0,393,-1.0,0
1000481,30,43,1438,194.0,242.5,0,0,68,48.5,0
1000482,128,161,1248,146.5,146.5,0,0,27,0.0,0
1000483,135,97,1109,276.45,328.89,0,0,566,52.44,0
1000484,69,50,1062,175.57,176.57,0,0,216,1.0,0
1000485,19,30,2139,435.53,436.53,0,0,14,1.0,0
1000486,76,27,2704,244.5,290.03,0,1,176,45.52999999999997,1
1000487,8,58,2290,164.96,311.43,0,1,1499,146.47,1
1000489,119,17,1525,291.03,292.03,0,0,134,1.0,0
1000490,118,30,1571,581.03,581.03,0,0,41,0.0,0
1000491,39,34,2322,314.28,315.28,0,0,107,1.0,0
1000492,49,51,1754,289.12,289.12,0,0,378,0.0,0
1000493,125,73,2492,446.23,446.23,0,0,27,0.0,0
1000494,78,153,2306,349.26,349.26,0,0,14,0.0,0
1000495,32,94,1971,242.5,290.06,1,1,2147,47.56,2
1000496,89,66,1445,707.13,709.13,0,0,67,2.0,0
1000497,97,55,1571,583.03,581.03,0,0,27,-2.0,0
1000498,139,177,2640,321.13,319.13,0,0,53,-2.0,0
1000499,39,17,1230,458.81,459.81,0,0,27,1.0,0
1000500,94,132,2492,387.03,387.03,0,0,27,0.0,0
1000501,127,89,2640,291.03,290.03,0,0,108,-1.0,0
1000503,30,66,2444,658.63,659.63,0,0,53,1.0,0
1000504,46,99,1878,280.33,280.33,0,0,41,0.0,0
1000507,97,97,1571,583.03,581.03,0,0,163,-2.0,0
1000508,121,74,1216,416.13,417.13,0,0,28,1.0,0
1000509,139,75,2631,98.03,153.26,0,1,298,55.22999999999999,1
1000510,65,146,2664,320.16,320.16,0,0,634,0.0,0
1000511,106,88,1543,473.39,472.39,0,0,109,-1.0,0
1000514,11,109,1803,182.36,212.43,0,0,283,30.069999999999993,0
1000515,119,132,1878,291.03,291.03,0,0,95,0.0,0
1000516,127,74,2306,336.62,335.62,0,0,15,-1.0,0
1000517,68,101,1727,447.23,447.23,0,0,393,0.0,0
1000518,18,99,2494,244.5,242.5,0,0,108,-2.0,0
1000519,15,34,1247,456.93,455.93,0,0,54,-1.0,0
1000520,128,157,1230,363.78,363.78,0,0,190,0.0,0
1000521,62,10,2581,438.47,680.03,1,1,298,241.55999999999995,2
1000522,17,83,2306,340.53,338.53,0,0,14,-2.0,0
1000523,144,109,1198,170.75,226.01,0,0,297,55.25999999999999,0
1000524,118,110,2569,310.43,311.43,0,0,231,1.0,0
1000525,119,30,1230,385.12,386.12,0,0,95,1.0,0
1000526,70,11,2826,320.13,320.13,0,0,931,0.0,0
1000527,28,104,2444,533.53,619.86,0,0,82,86.33000000000004,0
1000528,18,102,1754,191.12,275.48,1,1,1743,84.36000000000001,2
1000529,106,104,1198,179.45,233.77,0,0,217,54.32000000000002,0
1000530,12,157,2707,190.12,222.16,0,0,244,32.03999999999999,0
1000532,37,17,1438,194.0,257.08,0,0,27,63.079999999999984,0
1000533,85,34,1558,495.67,641.23,1,0,177,145.56,1
1000534,68,106,2290,272.63,271.63,0,0,567,-1.0,0
1000535,78,52,1543,486.03,484.03,0,0,95,-2.0,0
1000536,97,113,2539,119.34,120.34,0,0,67,1.0,0
1000537,23,30,2826,321.13,319.13,0,0,553,-2.0,0
1000538,37,124,1770,485.03,484.03,0,0,13,-1.0,0
1000539,102,162,1962,640.23,641.23,0,0,55,1.0,0
1000540,141,72,1847,194.0,194.0,0,0,94,0.0,0
1000541,46,101,2826,272.57,319.13,1,0,285,46.56,1
1000542,99,143,1207,290.03,325.98,0,0,27,35.950000000000045,0
1000543,96,76,2704,243.53,292.03,0,1,123,48.49999999999997,1
1000544,11,30,2704,243.53,291.03,0,1,123,47.49999999999997,1
1000545,52,86,1445,399.64,630.56,1,0,297,230.91999999999996,1
1000546,71,36,1109,195.94,319.13,0,0,663,123.19,0
1000547,56,129,2290,271.63,270.63,0,0,621,-1.0,0
1000548,96,20,1962,678.03,679.03,0,0,108,1.0,0
1000549,133,106,1558,533.53,532.53,0,0,202,-1.0,0
1000551,11,102,1885,123.25,121.25,0,0,107,-2.0,0
1000552,48,52,1847,234.8,232.8,0,0,67,-2.0,0
1000553,134,66,2867,484.03,765.33,1,0,150,281.30000000000007,1
1000554,27,101,2760,173.63,243.53,0,0,177,69.9,0
1000555,41,89,2444,485.03,620.86,1,0,447,135.83000000000004,1
1000556,47,17,1543,485.03,484.03,0,1,14,-1.0,1
1000558,113,152,1770,485.03,486.03,0,0,81,1.0,0
1000559,49,101,1109,321.13,320.13,0,0,379,-1.0,0
1000560,113,94,2539,98.03,98.03,0,0,190,0.0,0
1000561,33,113,2704,290.03,290.03,0,0,28,0.0,0
1000562,17,137,1198,153.26,154.26,0,0,702,1.0,0
1000563,112,27,2956,582.03,582.03,0,0,149,0.0,0
1000564,142,162,1778,156.2,176.54,0,0,95,20.340000000000003,0
1000565,78,26,2126,513.13,515.13,0,0,67,2.0,0
1000566,106,20,2826,327.86,327.86,0,0,231,0.0,0
1000567,139,174,1962,549.08,640.23,0,0,447,91.14999999999998,0
1000568,72,102,2290,261.93,261.93,0,0,366,0.0,0
1000569,104,152,2539,98.0,122.28,1,0,54,24.28,1
1000570,37,73,1109,262.9,296.85,0,0,338,33.950000000000045,0
1000571,97,76,2826,243.5,299.76,0,0,472,56.25999999999999,0
1000572,45,41,1778,166.87,165.87,0,0,80,-1.0,0
1000573,62,32,2139,309.49,307.49,0,0,13,-2.0,0
1000574,57,152,1885,115.43,117.43,0,0,379,2.0,0
1000575,82,50,2631,154.26,153.26,0,0,40,-1.0,0
1000576,114,186,2956,583.03,581.03,0,0,27,-2.0,0
1000577,38,109,1962,435.59,678.03,1,1,715,242.44,2
1000578,109,146,1778,164.9,164.9,0,0,215,0.0,0
1000579,4,104,1885,135.86,135.86,0,1,1026,0.0,1
1000580,65,77,1230,323.01,325.01,0,0,68,2.0,0
1000581,2,42,1230,321.13,319.13,0,0,95,-2.0,0
1000582,24,113,1230,317.19,318.19,0,0,96,1.0,0
1000583,102,66,1525,292.03,290.03,0,0,135,-2.0,0
1000584,69,42,1878,280.33,280.33,0,0,269,0.0,0
1000585,8,72,1109,236.74,311.43,0,0,392,74.69,0
1000587,77,91,1109,309.43,310.43,0,0,81,1.0,0
1000588,145,113,1248,150.38,151.38,0,0,53,1.0,0
1000589,140,67,2444,727.53,727.53,0,0,82,0.0,0
1000590,31,67,1230,376.36,378.36,0,0,161,2.0,0
1000591,107,129,2631,145.5,145.5,0,0,54,0.0,0
1000593,54,174,2126,438.5,533.53,0,1,82,95.02999999999997,1
1000594,94,145,2139,288.15,286.15,0,0,95,-2.0,0
1000596,88,86,1770,486.03,485.03,0,0,27,-1.0,0
1000597,33,99,1971,309.43,309.43,0,0,15,0.0,0
1000598,127,13,1993,151.35,150.38,0,1,2213,-0.9699999999999989,1
1000599,90,39,2569,309.43,309.43,0,0,1094,0.0,0
1000600,69,65,2139,242.5,307.49,0,0,27,64.99000000000001,0
1000601,113,102,1062,154.23,178.54,0,0,445,24.310000000000002,0
1000602,52,109,1993,122.28,143.56,1,1,1203,21.28,2
1000603,19,129,1727,426.83,425.83,0,0,134,-1.0,0
1000604,119,24,2306,335.62,336.62,0,0,40,1.0,0
1000605,95,102,1230,306.58,305.58,0,0,297,-1.0,0
1000606,96,59,1438,196.0,194.0,0,0,28,-2.0,0
1000607,9,59,1558,582.03,582.03,0,0,82,0.0,0
1000608,144,11,1847,194.0,195.0,0,0,95,1.0,0
1000609,127,91,1109,309.43,311.43,0,0,82,2.0,0
1000610,20,34,2640,241.53,242.53,0,0,298,1.0,0
1000611,83,93,2444,629.53,629.53,0,0,14,0.0,0
1000612,67,162,2306,243.5,338.53,0,0,15,95.02999999999997,0
1000613,80,14,1525,241.53,290.03,0,0,136,48.49999999999997,0
1000614,18,65,1230,317.22,322.07,1,1,338,4.849999999999966,2
1000615,84,55,1778,185.33,183.33,0,0,231,-2.0,0
1000616,96,53,1248,155.26,153.26,0,0,54,-2.0,0
1000617,87,36,2956,583.03,583.03,0,0,134,0.0,0
1000618,26,81,1754,282.33,280.33,0,0,366,-2.0,0
1000619,93,106,2290,262.93,261.93,0,0,743,-1.0,0
1000620,119,113,1525,292.03,291.03,0,0,15,-1.0,0
1000621,7,58,1207,317.25,315.25,0,0,270,-2.0,0
1000622,104,64,2569,310.43,309.43,0,0,338,-1.0,0
1000623,77,177,1885,117.37,118.37,0,0,298,1.0,0
1000624,2,20,2826,328.83,330.83,0,0,324,2.0,0
1000625,104,88,1885,95.06,116.4,1,1,662,21.340000000000003,2
1000626,134,23,1198,340.53,339.53,0,0,13,-1.0,0
1000627,77,26,2640,281.33,282.33,0,1,108,1.0,1
1000628,18,42,1558,640.23,640.23,0,0,13,0.0,0
1000629,87,101,1445,670.33,668.33,0,0,41,-2.0,0
1000630,1,61,2704,242.5,275.51,0,0,107,33.00999999999999,0
1000631,17,137,1971,324.04,322.04,0,0,122,-2.0,0
1000632,88,50,1230,322.1,322.1,0,0,123,0.0,0
1000633,73,91,2704,244.5,291.03,0,0,14,46.52999999999997,0
1000634,14,157,1754,252.23,253.23,0,0,350,1.0,0
1000636,92,27,2826,299.76,298.76,0,0,364,-1.0,0
1000637,130,161,1207,302.67,368.63,0,0,41,65.95999999999998,0
1000639,80,137,1885,144.56,145.53,0,1,1634,0.9699999999999989,1
1000640,44,75,1993,122.28,120.28,0,0,568,-2.0,0
1000641,46,72,2707,228.98,227.98,0,0,379,-1.0,0
1000643,81,110,2126,514.13,514.13,0,0,80,0.0,0
1000644,85,92,1248,94.15,149.38,1,1,310,55.22999999999999,2
1000645,107,101,2490,281.36,279.36,0,0,285,-2.0,0
1000646,129,23,1248,157.17,156.17,0,0,26,-1.0,0
1000647,71,106,2539,122.25,122.25,0,0,54,0.0,0
1000648,91,59,2444,437.53,669.33,1,1,256,231.80000000000007,2
1000650,92,143,2490,243.5,242.5,0,0,161,-1.0,0
1000651,42,139,2490,243.5,243.5,1,1,918,0.0,2
1000652,8,53,2704,292.03,292.03,0,1,107,0.0,1
1000653,122,129,1727,447.23,445.23,0,0,177,-2.0,0
1000654,135,104,1754,300.73,299.73,0,0,701,-1.0,0
1000655,121,30,2707,237.65,239.65,0,0,744,2.0,0
1000656,114,83,2490,292.03,290.03,0,0,163,-2.0,0
1000657,42,66,2707,219.22,219.22,0,0,270,0.0,0
1000658,66,143,1885,123.25,122.25,0,0,148,-1.0,0
1000659,94,67,1311,195.94,196.94,0,0,177,1.0,0
1000660,128,104,2867,688.73,688.73,0,0,55,0.0,0
1000661,93,143,2139,291.03,290.03,0,0,42,-1.0,0
1000663,12,113,1993,115.49,115.49,0,0,338,0.0,0
1000664,94,17,2581,679.03,680.03,0,0,94,1.0,0
1000665,35,152,2290,298.76,300.76,0,0,796,2.0,0
1000667,27,20,2290,309.43,311.43,0,0,162,2.0,0
1000668,91,17,1727,340.53,445.23,0,0,351,104.70000000000005,0
1000669,77,14,2290,309.49,309.49,0,0,188,0.0,0
1000670,48,77,1558,640.23,641.23,0,0,41,1.0,0
1000671,110,145,1207,309.43,310.43,0,0,310,1.0,0
1000672,43,57,1778,179.51,178.51,0,0,202,-1.0,0
1000673,34,77,1207,321.07,322.07,0,0,202,1.0,0
1000674,2,14,1216,456.93,456.93,0,0,14,0.0,0
1000675,40,58,2139,298.82,297.82,0,0,14,-1.0,0
1000676,112,51,1885,148.44,149.44,0,0,513,1.0,0
1000677,72,186,2290,240.59,239.59,0,0,528,-1.0,0
1000678,145,102,1109,276.48,277.48,0,0,109,1.0,0
1000679,119,68,1525,292.03,291.03,0,0,94,-1.0,0
1000680,26,162,1247,485.03,486.03,0,0,15,1.0,0
1000681,16,67,1962,610.13,610.13,0,0,204,0.0,0
1000682,119,97,2640,281.33,281.33,0,0,270,0.0,0
1000683,143,43,1230,383.18,382.18,0,0,242,-1.0,0
1000684,49,161,1727,403.55,404.55,0,0,202,1.0,0
1000686,11,39,1543,505.43,504.43,0,0,40,-1.0,0
1000687,9,106,2707,221.16,221.16,0,0,271,0.0,0
1000688,111,32,1878,281.33,280.33,0,0,68,-1.0,0
1000689,105,66,1878,281.33,282.33,0,0,365,1.0,0
1000690,133,101,2760,242.53,242.53,0,0,27,0.0,0
1000691,68,14,2704,290.03,290.03,0,0,55,0.0,0
1000692,83,57,2539,118.34,118.34,0,0,54,0.0,0
1000693,122,27,1311,271.63,272.63,0,0,69,1.0,0
1000694,7,52,1198,198.88,197.88,0,0,284,-1.0,0
1000695,61,139,2707,222.13,222.13,0,0,95,0.0,0
1000696,65,88,2867,484.03,631.53,1,0,54,147.5,1
1000697,55,64,1207,315.28,314.28,0,0,94,-1.0,0
1000699,114,76,2306,243.5,359.93,1,1,81,116.43,2
1000700,26,89,2490,254.2,253.2,0,0,204,-1.0,0
1000701,119,162,1062,183.33,183.33,0,0,96,0.0,0
1000702,106,124,2569,304.64,304.64,0,0,393,0.0,0
1000703,56,106,1727,402.55,403.55,0,0,148,1.0,0
1000704,76,42,2956,631.53,631.53,0,0,40,0.0,0
1000705,30,27,1803,162.05,189.18,0,0,270,27.129999999999995,0
1000706,102,80,1109,298.82,298.82,0,0,338,0.0,0
1000707,79,61,1109,305.61,305.61,0,0,283,0.0,0
1000708,60,20,1216,408.43,407.43,0,0,26,-1.0,0
1000709,42,93,1062,175.6,176.6,0,0,404,1.0,0
1000710,77,174,1993,144.53,146.53,0,1,1675,2.0,1
1000711,129,64,1993,119.34,119.34,0,0,136,0.0,0
1000713,84,137,1207,373.48,466.63,0,0,134,93.14999999999998,0
1000714,39,43,1216,367.63,368.63,0,0,94,1.0,0
1000715,11,83,1525,242.53,281.33,0,0,122,38.79999999999998,0
1000716,35,61,2290,293.94,294.94,0,0,757,1.0,0
1000717,51,129,1445,631.53,630.53,0,0,54,-1.0,0
1000719,84,109,1558,484.03,679.03,1,1,351,195.0,2
1000720,123,59,2577,241.53,290.03,0,0,217,48.49999999999997,0
1000721,72,51,1311,197.94,197.94,0,0,177,0.0,0
1000722,139,57,1207,359.93,357.93,0,0,177,-2.0,0
1000723,8,58,1525,282.33,280.33,0,0,41,-2.0,0
1000724,21,97,2704,260.02,259.02,0,0,204,-1.0,0
1000725,50,126,1438,240.56,242.56,0,0,176,2.0,0
1000726,101,124,2444,435.53,670.33,1,1,310,234.80000000000007,2
1000727,4,161,2577,241.53,243.53,0,0,148,2.0,0
1000728,95,104,2490,268.69,268.69,0,0,216,0.0,0
1000729,20,145,1216,416.13,416.13,0,0,54,0.0,0
1000730,120,81,1778,172.72,170.72,0,0,202,-2.0,0
1000731,90,57,2126,426.83,513.13,0,0,42,86.30000000000001,0
1000732,77,57,2640,281.33,282.33,0,0,26,1.0,0
1000733,8,110,1993,94.15,120.34,1,0,879,26.189999999999998,1
1000735,134,162,1902,445.23,447.23,0,0,15,2.0,0
1000736,40,58,2490,242.5,244.5,0,0,323,2.0,0
1000737,35,13,1770,486.03,485.03,0,0,69,-1.0,0
1000738,95,94,1971,289.06,291.06,0,0,215,2.0,0
1000739,10,68,1993,106.7,108.7,0,0,352,2.0,0
1000740,124,132,1847,194.0,195.0,0,0,107,1.0,0
1000741,27,64,1885,119.37,119.37,0,0,325,0.0,0
1000742,141,162,1207,357.96,357.96,0,0,136,0.0,0
1000743,38,99,1558,433.59,678.03,1,0,1081,244.44,1
1000744,109,75,1902,447.23,445.23,0,0,14,-2.0,0
1000745,71,34,2322,321.07,321.07,0,0,163,0.0,0
1000746,20,83,1754,281.33,282.33,0,0,419,1.0,0
1000747,2,152,1543,504.43,505.43,0,0,68,1.0,0
1000749,68,72,2290,286.15,288.15,0,0,473,2.0,0
1000750,136,113,1971,323.07,323.07,0,0,458,0.0,0
1000751,102,11,1445,668.33,669.33,0,0,134,1.0,0
1000752,110,162,1727,376.39,375.39,0,0,163,-1.0,0
1000753,39,186,1885,93.12,93.12,0,0,554,0.0,0
1000754,50,75,1962,641.23,639.23,0,0,81,-2.0,0
1000755,84,23,1525,292.03,290.03,0,0,95,-2.0,0
1000756,130,55,1198,185.3,228.01,0,0,148,42.70999999999998,0
1000757,103,77,2631,94.09,154.26,0,0,41,60.16999999999999,0
1000758,71,65,1247,416.13,417.13,0,0,40,1.0,0
1000759,67,91,1109,229.95,319.13,0,0,95,89.18,0
1000760,124,59,1248,97.0,153.26,0,0,150,56.25999999999999,0
1000761,41,108,2867,485.03,620.86,1,1,339,135.83000000000004,2
1000762,102,10,1230,320.1,321.1,0,0,244,1.0,0
1000763,81,72,2539,145.5,146.53,0,1,216,1.0300000000000011,1
1000764,28,110,1993,118.34,120.34,0,0,500,2.0,0
1000765,143,94,1878,319.13,321.13,0,0,27,2.0,0
1000767,98,93,2490,244.5,244.5,0,0,162,0.0,0
1000768,50,129,2581,641.23,640.23,0,0,68,-1.0,0
1000769,119,174,2631,155.26,153.26,0,0,203,-2.0,0
1000770,28,52,1727,445.23,447.23,0,0,486,2.0,0
1000771,14,129,2760,198.88,232.83,0,0,135,33.95000000000002,0
1000773,113,67,2306,248.35,359.93,1,1,296,111.58000000000001,2
1000774,120,174,2104,583.03,581.03,0,0,136,-2.0,0
1000775,119,108,2290,266.75,299.73,1,0,1970,32.98000000000002,1
1000776,8,94,1525,282.33,280.33,0,0,15,-2.0,0
1000777,118,76,2539,150.35,152.35,0,0,149,2.0,0
1000778,109,146,2126,486.94,486.94,0,0,96,0.0,0
1000779,110,23,2490,291.03,290.03,0,0,161,-1.0,0
1000780,55,186,1778,176.6,174.6,0,0,80,-2.0,0
1000781,111,20,1216,340.5,388.03,0,0,67,47.52999999999997,0
1000782,51,23,2539,125.19,143.59,0,1,175,18.400000000000006,1
1000783,139,83,2826,326.92,326.92,0,0,445,0.0,0
1000784,122,59,1207,513.13,514.13,0,0,54,1.0,0
1000785,117,174,2322,379.27,492.82,0,0,257,113.55000000000001,0
1000786,16,14,1770,485.03,485.03,0,0,13,0.0,0
1000787,112,76,2640,291.03,292.03,0,0,14,1.0,0
1000788,66,27,2139,290.03,290.03,0,0,55,0.0,0
1000789,65,129,1727,427.83,425.83,0,0,283,-2.0,0
1000791,3,106,1543,505.43,505.43,0,0,15,0.0,0
1000792,118,50,1230,322.04,322.04,0,0,242,0.0,0
1000793,43,80,1727,445.23,445.23,0,0,594,0.0,0
1000794,44,67,1962,678.03,680.03,0,0,445,2.0,0
1000795,40,43,2322,450.08,450.08,0,0,163,0.0,0
1000798,46,145,1230,317.22,317.22,0,0,459,0.0,0
1000799,10,10,1803,129.04,175.63,0,0,203,46.59,0
1000800,115,143,1445,709.13,709.13,0,0,41,0.0,0
1000801,81,30,1885,144.53,144.53,0,0,1054,0.0,0
1000802,109,126,1248,154.26,155.26,0,0,55,1.0,0
1000803,34,14,2640,280.33,282.33,0,0,80,2.0,0
1000804,138,80,2304,371.54,486.03,1,0,82,114.48999999999995,1
1000805,69,50,1525,291.03,292.03,0,0,107,1.0,0
1000806,70,92,1885,115.43,115.43,0,0,96,0.0,0
1000807,120,20,2867,688.73,688.73,0,0,82,0.0,0
1000808,4,65,1543,484.03,484.03,0,1,94,0.0,1
1000809,111,32,2306,340.53,340.53,0,0,53,0.0,0
1000810,35,11,1971,311.43,310.43,0,0,514,-1.0,0
1000811,36,81,2322,319.13,319.13,0,0,271,0.0,0
1000812,34,129,1971,259.99,258.99,0,0,229,-1.0,0
1000813,6,66,1525,282.33,281.33,0,0,26,-1.0,0
1000814,118,81,1248,155.26,153.26,0,0,68,-2.0,0
1000815,96,143,1109,318.16,320.16,0,0,296,2.0,0
1000816,120,132,2640,291.03,291.03,0,0,202,0.0,0
1000817,77,174,2581,679.03,680.03,0,0,68,1.0,0
1000818,85,93,2569,311.43,310.43,0,0,243,-1.0,0
1000819,42,129,1207,324.98,325.98,0,0,69,1.0,0
1000820,145,76,2826,377.33,377.33,0,0,243,0.0,0
1000821,82,106,1885,119.31,120.31,0,0,607,1.0,0
1000822,117,108,2867,688.73,688.73,0,0,121,0.0,0
1000823,3,68,1885,97.03,115.49,0,1,528,18.459999999999994,1
1000825,64,126,2631,151.35,150.35,0,0,68,-1.0,0
1000826,89,73,1109,287.12,321.13,0,0,136,34.00999999999999,0
1000827,113,137,2290,301.73,300.73,0,0,971,-1.0,0
1000828,53,72,1525,291.03,292.03,0,0,149,1.0,0
1000829,79,30,1571,582.03,582.03,0,0,53,0.0,0
1000830,36,86,2826,318.19,318.19,0,0,392,0.0,0
1000832,79,30,2304,484.03,485.03,0,0,82,1.0,0
1000833,100,65,1230,302.64,303.64,0,0,188,1.0,0
1000834,59,59,2539,146.53,144.53,0,0,460,-2.0,0
1000835,41,77,2306,243.5,338.53,0,0,41,95.02999999999997,0
1000836,71,57,2631,95.09,150.38,0,0,80,55.28999999999999,0
1000837,98,61,1247,446.23,445.23,0,0,13,-1.0,0
1000838,28,29,1230,319.16,318.16,0,0,244,-1.0,0
1000839,16,55,1207,319.19,388.0,0,1,269,68.81,1
1000840,82,11,1962,679.03,680.03,0,0,231,1.0,0
1000841,2,143,1558,583.03,610.13,1,1,80,27.100000000000023,2
1000842,28,146,1878,280.33,282.33,0,0,649,2.0,0
1000843,49,88,1754,215.4,282.33,0,0,824,66.92999999999998,0
1000844,83,66,2306,338.53,338.53,0,0,26,0.0,0
1000847,100,57,2322,315.25,316.25,0,0,204,1.0,0
1000848,143,36,2539,150.35,152.35,0,0,242,2.0,0
1000849,62,110,2707,216.31,217.31,0,0,202,1.0,0
1000850,81,157,1062,174.66,173.66,0,0,364,-1.0,0
1000851,88,14,2139,308.49,308.49,0,0,28,0.0,0
1000852,136,152,1230,313.37,368.63,0,0,55,55.25999999999999,0
1000853,42,68,2322,324.98,325.98,0,0,68,1.0,0
1000854,7,51,1878,245.47,282.33,0,1,229,36.859999999999985,1
1000855,116,74,2631,155.26,155.26,0,0,13,0.0,0
1000856,60,89,2304,461.72,463.72,0,0,53,2.0,0
1000857,106,14,1878,291.03,290.03,0,0,40,-1.0,0
1000858,35,186,2539,95.06,97.06,0,0,148,2.0,0
1000859,74,14,2664,321.13,321.13,0,0,244,0.0,0
1000860,48,132,1311,144.56,239.59,0,0,269,95.03,0
1000861,122,94,1878,282.33,280.33,0,0,54,-2.0,0
1000862,141,97,1247,445.23,446.23,0,0,14,1.0,0
1000863,46,113,1230,318.19,319.19,0,0,202,1.0,0
1000864,37,27,1885,144.56,135.83,0,1,1175,-8.72999999999999,1
1000865,51,36,1878,280.33,282.33,0,0,175,2.0,0
1000866,87,145,2306,243.5,349.23,0,0,55,105.73000000000002,0
1000867,38,24,2760,242.53,242.53,0,0,204,0.0,0
1000868,73,67,1198,134.83,208.61,0,0,256,73.78,0
1000869,42,137,2322,373.51,459.81,0,0,161,86.30000000000001,0
1000870,95,89,2322,323.98,374.48,0,0,123,50.5,0
1000871,134,94,2826,325.92,326.92,0,0,323,1.0,0
1000872,85,132,2867,670.33,669.33,0,0,26,-1.0,0
1000873,115,27,2304,473.39,472.39,0,0,41,-1.0,0
1000874,35,83,1062,161.08,160.08,0,0,540,-1.0,0
1000875,69,67,1778,181.39,181.39,0,0,285,0.0,0
1000876,13,94,2304,505.43,505.43,0,0,27,0.0,0
1000877,84,146,2126,514.13,514.13,0,0,176,0.0,0
1000878,15,157,1727,320.13,319.13,0,0,473,-1.0,0
1000879,41,149,2322,321.1,322.1,0,0,134,1.0,0
1000880,14,104,1878,280.33,281.33,0,0,149,1.0,0
1000881,4,102,2539,120.28,121.25,0,1,161,0.9699999999999989,1
1000882,4,23,1770,339.53,484.03,0,0,13,144.5,0
1000883,32,129,1445,709.13,709.13,0,0,40,0.0,0
1000884,49,174,2581,679.03,679.03,0,0,217,0.0,0
1000885,122,43,2290,279.36,311.37,0,0,1931,32.00999999999999,0
1000886,92,153,1109,298.76,298.76,0,0,379,0.0,0
1000887,86,65,2539,96.03,119.31,1,0,202,23.28,1
1000888,129,10,2494,195.0,194.0,0,0,150,-1.0,0
1000889,17,68,1062,158.17,177.54,0,0,217,19.370000000000005,0
1000891,124,30,1847,195.0,195.0,0,0,40,0.0,0
1000892,45,76,1248,150.35,152.35,0,0,69,2.0,0
1000893,74,106,2322,305.55,384.15,0,1,595,78.59999999999997,1
1000894,37,72,1207,476.33,476.33,0,0,27,0.0,0
1000895,93,83,2492,445.23,445.23,0,0,42,0.0,0
1000896,37,50,1247,484.03,484.03,0,0,80,0.0,0
1000897,98,129,2707,193.09,192.09,0,0,271,-1.0,0
1000898,107,64,1207,278.39,314.31,0,1,229,35.920000000000016,1
1000899,73,89,2826,349.23,350.23,0,0,688,1.0,0
1000900,30,102,1558,641.23,641.23,0,0,55,0.0,0
1000901,140,137,2306,212.49,335.62,1,0,82,123.13,1
1000902,1,30,1993,135.83,152.35,0,1,1283,16.519999999999982,1
1000903,76,108,1109,301.73,299.73,0,0,838,-2.0,0
1000904,72,157,1778,164.9,164.9,0,0,54,0.0,0
1000905,15,91,1971,322.04,323.04,0,0,28,1.0,0
1000906,36,23,1778,163.99,184.33,0,0,690,20.340000000000003,0
1000908,89,30,1198,179.45,319.13,0,0,217,139.68,0
1000909,124,43,2577,242.53,292.03,0,0,135,49.49999999999997,0
1000911,115,137,1198,183.33,184.33,0,0,539,1.0,0
1000912,41,177,2581,639.23,641.23,0,0,67,2.0,0
1000913,82,80,2640,292.03,290.03,0,1,67,-2.0,1
1000915,38,74,1971,274.51,275.51,0,0,378,1.0,0
1000918,96,65,1878,282.33,281.33,0,0,391,-1.0,0
1000919,144,32,2760,184.36,262.93,0,0,28,78.57,0
1000920,112,11,1438,242.5,244.5,0,0,40,2.0,0
1000921,16,74,1885,123.25,123.25,0,0,161,0.0,0
1000922,66,52,1571,629.53,631.53,0,0,26,2.0,0
1000923,76,152,1247,446.23,446.23,0,0,13,0.0,0
1000924,114,81,2569,283.3,281.3,0,0,324,-2.0,0
1000925,100,27,2704,290.03,290.03,0,1,203,0.0,1
1000926,18,57,1878,242.53,242.53,0,0,42,0.0,0
1000927,67,68,1993,123.25,122.25,0,0,392,-1.0,0
1000928,64,108,2956,629.53,630.53,0,0,26,1.0,0
1000929,137,42,2492,455.93,454.93,0,0,68,-1.0,0
1000930,14,72,2444,620.86,619.86,0,0,41,-1.0,0
1000931,129,61,1248,155.26,153.26,0,0,55,-2.0,0
1000932,100,174,1993,150.41,145.53,0,1,1432,-4.8799999999999955,1
1000933,126,17,2640,291.03,290.03,0,0,162,-1.0,0
1000934,76,186,2322,321.07,323.07,0,0,229,2.0,0
1000935,7,152,2760,231.83,233.83,0,0,135,2.0,0
1000937,122,110,2490,243.5,242.5,0,0,270,-1.0,0
1000939,131,20,2490,292.03,290.03,0,0,163,-2.0,0
1000940,58,132,2126,532.53,533.53,0,0,68,1.0,0
1000941,61,101,2490,254.2,252.2,0,0,339,-2.0,0
1000942,85,83,1902,445.23,445.23,0,0,26,0.0,0
1000943,135,42,2760,262.93,260.93,0,0,82,-2.0,0
1000944,93,67,1847,195.0,225.07,0,0,95,30.069999999999993,0
1000945,118,42,2956,581.03,581.03,0,0,108,0.0,0
1000946,145,93,2490,279.36,279.36,0,0,175,0.0,0
1000947,79,30,2640,291.03,290.03,0,0,244,-1.0,0
