Order_ID,Date,Food_Item,Quantity_Sold,Price,Weather,Weekend,Festival,Customer_Count,Inventory_Level
1333,2023-04-13,Tea,15,363.37,Cloudy,1,1,169,186
1334,2024-12-19,Pasta,16,268.59,Hot,0,0,126,491
1335,2024-04-08,Burger,9,210.28,Sunny,0,0,188,230
1336,2023-03-17,Tea,12,198.0,Sunny,1,0,136,359
1337,2023-01-06,Pasta,1,297.88,Cloudy,0,0,277,144
1338,2024-11-11,Ice Cream,8,138.69,Cloudy,0,1,243,382
1339,2024-02-27,Tacos,3,101.07,Hot,1,1,128,470
1340,2024-09-02,Tea,6,297.46,Sunny,1,0,152,129
1341,2023-11-20,Sandwich,13,285.41,Cloudy,0,0,287,133
1342,2024-01-23,Biryani,17,474.18,Cloudy,1,1,49,333
1343,2024-02-11,Pizza,15,419.45,Sunny,1,1,46,332
1344,2024-01-15,Ice Cream,12,407.42,Hot,0,0,280,217
1345,2024-03-24,Burger,18,316.42,Sunny,0,0,141,284
1346,2023-12-13,Tacos,3,131.63,Rainy,0,1,31,205
1347,2024-01-23,Coffee,2,227.49,Cloudy,0,0,76,245
1348,2023-09-16,Coffee,8,103.06,Cloudy,1,1,181,477
1349,2023-10-23,Pizza,10,279.06,Cloudy,0,0,249,246
1350,2024-07-21,Biryani,10,210.45,Rainy,0,0,266,379
1351,2023-12-12,Salad,16,87.62,Sunny,1,0,125,240
1352,2024-07-27,Ice Cream,16,359.61,Cloudy,0,0,160,87
1353,2024-07-05,Fried Rice,10,361.41,Sunny,0,1,252,272
1354,2023-10-25,Cake,10,261.44,Rainy,1,1,104,383
1355,2023-07-13,Ice Cream,16,215.14,Sunny,0,1,238,483
1356,2024-06-11,Cake,4,390.14,Cloudy,1,0,201,80
1357,2024-02-01,Salad,5,411.88,Hot,0,1,166,285
1358,2024-05-20,Juice,8,495.31,Cloudy,0,0,113,342
1359,2024-06-29,Coffee,11,395.26,Hot,1,1,273,104
1360,2024-11-29,Juice,8,494.18,Hot,0,0,125,62
1361,2023-09-24,Wrap,8,253.37,Sunny,1,0,276,230
1362,2023-07-20,Burger,12,482.78,Sunny,0,1,65,193
1363,2024-04-26,Ice Cream,2,126.3,Cloudy,1,0,260,56
1364,2024-11-14,Burger,17,362.38,Sunny,1,1,63,443
1365,2023-04-24,Fried Rice,7,308.32,Sunny,0,1,255,53
1366,2024-02-20,Juice,12,273.87,Rainy,1,1,205,283
1367,2024-04-08,Tacos,4,357.3,Hot,0,1,233,310
1368,2024-04-26,Tea,12,248.63,Cloudy,0,1,223,190
1369,2024-01-16,Tacos,14,396.93,Cloudy,0,0,130,176
1370,2024-06-27,Biryani,10,250.17,Sunny,0,0,276,121
1371,2023-05-29,Tea,4,156.89,Rainy,1,0,180,353
1372,2023-08-24,Salad,3,72.34,Hot,1,0,205,395
1373,2024-01-06,Coffee,14,176.9,Hot,1,0,95,62
1374,2024-02-26,Juice,12,231.22,Hot,0,1,114,403
1375,2023-06-02,Cake,7,492.01,Sunny,1,1,266,82
1376,2023-06-16,Biryani,2,240.42,Hot,0,1,135,424
1377,2024-12-08,Pizza,15,186.76,Cloudy,0,1,29,66
1378,2024-08-19,Cake,15,202.9,Hot,0,0,119,191
1379,2024-08-25,Ice Cream,1,352.55,Rainy,1,0,294,178
1380,2024-02-23,Pasta,11,430.06,Rainy,0,0,94,279
1381,2024-02-08,Pasta,8,249.2,Sunny,1,1,168,375
1382,2024-06-27,Burger,18,386.0,Cloudy,0,0,152,453
1383,2024-01-10,Juice,11,197.77,Cloudy,0,0,221,419
1384,2023-07-28,Sandwich,8,156.44,Hot,1,0,51,248
1385,2024-07-16,Burger,11,82.99,Hot,1,1,68,452
1386,2023-09-27,Wrap,12,409.2,Cloudy,0,0,171,353
1387,2024-04-25,Juice,18,359.43,Cloudy,1,0,32,80
1388,2024-04-07,Juice,9,170.44,Cloudy,0,0,96,341
1389,2024-01-14,Burger,13,83.36,Cloudy,1,0,26,382
1390,2023-12-22,Ice Cream,12,215.76,Sunny,0,1,110,223
1391,2023-05-13,Fried Rice,6,330.82,Rainy,0,1,240,439
1392,2024-12-05,Pizza,7,173.55,Rainy,1,0,185,474
1393,2023-12-13,Burger,10,322.67,Rainy,1,0,231,276
1394,2024-02-07,Sandwich,5,475.72,Hot,1,1,49,149
1395,2023-12-09,Salad,7,188.93,Rainy,0,1,138,87
1396,2024-08-10,Tea,6,453.14,Sunny,1,0,81,198
1397,2024-11-07,Tacos,12,75.07,Sunny,1,1,197,262
1398,2024-04-08,Biryani,8,292.75,Cloudy,0,1,139,142
1399,2024-08-07,Coffee,8,397.07,Cloudy,1,1,51,373
1400,2024-05-14,Juice,15,154.58,Cloudy,0,0,86,326
1401,2024-05-23,Ice Cream,10,354.03,Hot,0,1,105,94
1402,2023-05-28,Wrap,16,126.51,Cloudy,1,0,146,276
1403,2024-04-03,Ice Cream,14,409.92,Cloudy,0,1,148,400
1404,2024-07-07,Tea,1,421.54,Rainy,0,1,123,287
1405,2024-03-20,Tacos,18,219.41,Hot,0,0,86,230
1406,2024-06-27,Sandwich,7,80.66,Sunny,0,0,207,204
1407,2023-12-10,Wrap,13,127.78,Cloudy,1,0,245,451
1408,2023-03-17,Juice,10,434.7,Hot,1,0,195,189
1409,2023-05-26,Tea,1,435.31,Cloudy,1,0,184,459
1410,2023-02-06,Pasta,3,174.95,Hot,1,0,196,436
1411,2024-01-26,Fried Rice,13,459.61,Sunny,0,1,215,487
1412,2023-03-14,Pizza,13,309.74,Cloudy,1,0,40,401
1413,2023-07-01,Tea,2,398.39,Cloudy,0,0,34,83
1414,2023-04-11,Ice Cream,19,340.31,Sunny,0,1,24,56
1415,2023-04-20,Tacos,11,170.69,Sunny,0,1,297,284
1416,2024-11-14,Juice,6,399.97,Hot,0,0,202,141
1417,2024-02-19,Pizza,14,437.68,Cloudy,1,0,204,113
1418,2024-07-20,Salad,2,324.19,Sunny,1,1,255,260
1419,2024-03-06,Sandwich,10,423.2,Sunny,0,1,216,191
1420,2024-01-25,Pizza,15,318.37,Sunny,0,1,275,57
1421,2024-01-27,Ice Cream,8,61.94,Rainy,0,0,164,441
1422,2023-12-01,Cake,6,96.03,Hot,1,0,299,348
1423,2024-11-17,Juice,5,148.93,Sunny,1,1,140,396
1424,2023-08-31,Coffee,10,495.47,Sunny,0,1,99,58
1425,2023-01-26,Pizza,15,239.14,Hot,1,0,244,119
1426,2023-10-04,Ice Cream,3,404.02,Cloudy,1,0,119,172
1427,2023-06-24,Salad,16,93.64,Rainy,0,0,241,483
1428,2023-04-11,Biryani,13,409.03,Sunny,1,1,233,91
1429,2024-04-29,Fried Rice,2,101.34,Sunny,0,0,290,293
1430,2024-05-23,Burger,2,342.72,Hot,1,0,199,351
1431,2023-10-17,Juice,7,429.01,Sunny,1,1,171,82
1432,2024-01-01,Wrap,3,361.51,Cloudy,1,1,213,491
1433,2024-05-28,Pasta,8,97.53,Cloudy,1,1,279,204
1434,2023-05-20,Noodles,19,422.71,Cloudy,1,1,25,333
1435,2024-09-11,Juice,4,109.06,Rainy,1,1,281,172
1436,2024-05-28,Burger,17,359.51,Cloudy,1,1,150,164
1437,2023-08-24,Noodles,19,381.88,Cloudy,1,0,137,410
1438,2024-06-08,Biryani,18,317.62,Sunny,0,1,206,58
1439,2024-04-05,Wrap,17,385.68,Hot,0,1,215,406
1440,2024-07-27,Burger,9,402.62,Hot,0,0,258,365
1441,2024-11-19,Burger,9,202.66,Cloudy,1,0,183,333
1442,2023-08-11,Fried Rice,4,358.05,Cloudy,1,1,202,172
1443,2024-05-28,Pizza,10,436.33,Cloudy,1,1,230,156
1444,2023-06-04,Coffee,9,165.94,Sunny,0,0,263,196
1445,2024-06-07,Fried Rice,2,81.69,Sunny,0,1,41,448
1446,2023-07-27,Biryani,1,312.64,Hot,1,1,252,107
1447,2024-03-16,Wrap,17,50.01,Cloudy,1,0,182,398
1448,2023-03-08,Ice Cream,3,301.93,Cloudy,0,1,151,249
1449,2024-05-27,Pasta,19,68.77,Cloudy,1,1,289,200
1450,2024-07-13,Salad,3,325.79,Sunny,0,0,290,268
1451,2024-06-05,Pizza,14,260.71,Cloudy,0,0,188,383
1452,2024-08-12,Biryani,9,440.99,Rainy,1,1,280,100
1453,2023-11-26,Tea,12,123.66,Rainy,1,1,242,258
1454,2024-12-19,Ice Cream,7,221.89,Hot,1,0,102,479
1455,2024-06-11,Ice Cream,4,152.27,Hot,0,0,204,257
1456,2024-08-18,Tea,9,160.95,Cloudy,1,0,246,231
1457,2024-03-13,Burger,5,57.15,Rainy,0,1,125,494
1458,2023-09-29,Ice Cream,6,90.84,Rainy,1,0,118,426
1459,2023-02-09,Cake,12,409.88,Hot,0,1,90,138
1460,2024-10-23,Noodles,3,147.47,Hot,1,0,92,102
1461,2023-03-23,Burger,3,197.44,Cloudy,1,1,126,65
1462,2023-08-27,Biryani,13,289.34,Rainy,1,1,119,226
1463,2023-06-28,Coffee,5,77.46,Hot,0,0,181,121
1464,2024-03-17,Pasta,7,136.87,Rainy,1,0,240,360
1465,2024-12-17,Noodles,13,432.6,Cloudy,1,0,157,345
1466,2023-05-12,Ice Cream,18,136.24,Rainy,1,1,53,175
1467,2024-07-11,Sandwich,9,360.43,Sunny,0,1,132,431
1468,2024-03-09,Biryani,2,303.71,Hot,0,0,162,276
1469,2023-08-02,Burger,5,64.94,Sunny,0,0,172,81
1470,2024-03-04,Noodles,3,125.25,Hot,1,0,157,256
1471,2024-10-23,Tacos,4,169.79,Hot,0,0,165,455
1472,2024-05-22,Pizza,1,54.31,Cloudy,1,0,235,303
1473,2024-10-04,Sandwich,2,420.75,Cloudy,0,1,76,62
1474,2024-05-14,Fried Rice,16,409.3,Cloudy,0,1,263,491
1475,2024-05-21,Wrap,10,157.59,Sunny,0,0,238,98
1476,2023-08-05,Burger,6,122.98,Sunny,1,0,220,368
1477,2023-12-01,Cake,9,198.36,Sunny,1,0,257,241
1478,2024-01-27,Pasta,13,94.43,Rainy,1,1,57,380
1479,2024-07-09,Ice Cream,6,364.6,Sunny,0,1,253,419
1480,2023-06-15,Noodles,5,376.11,Cloudy,1,1,150,495
1481,2023-03-25,Noodles,10,124.01,Cloudy,0,0,276,174
1482,2023-12-17,Wrap,9,291.43,Cloudy,0,0,169,82
1483,2024-10-24,Fried Rice,15,480.77,Rainy,1,1,95,280
1484,2024-04-04,Wrap,15,168.9,Rainy,0,0,69,106
1485,2024-07-18,Biryani,7,398.95,Hot,1,0,106,228
1486,2023-04-13,Cake,11,482.75,Hot,0,0,47,181
1487,2023-03-10,Sandwich,3,224.97,Cloudy,1,0,107,319
1488,2024-10-28,Juice,8,105.06,Hot,1,1,286,362
1489,2024-12-14,Salad,4,195.42,Hot,1,0,230,183
1490,2023-11-10,Wrap,7,155.72,Rainy,0,1,218,199
1491,2024-01-15,Burger,8,418.03,Hot,1,1,178,487
1492,2024-04-02,Pizza,14,320.18,Sunny,0,0,192,448
1493,2023-01-18,Biryani,6,313.67,Cloudy,1,0,214,382
1494,2023-12-10,Salad,13,432.92,Sunny,0,1,223,213
1495,2024-06-16,Salad,10,185.39,Cloudy,0,1,170,290
1496,2023-10-13,Juice,11,454.47,Cloudy,1,1,35,408
1497,2023-03-16,Tacos,14,244.19,Cloudy,0,0,74,152
1498,2023-07-31,Biryani,18,104.69,Hot,1,0,232,479
1499,2023-04-10,Tea,18,148.66,Hot,0,1,249,297
1500,2023-10-07,Biryani,4,350.79,Hot,1,1,221,307
1501,2024-11-11,Fried Rice,11,153.52,Rainy,0,0,50,305
1502,2024-11-14,Sandwich,16,357.72,Hot,1,1,182,262
1503,2024-06-19,Burger,19,183.86,Sunny,0,0,232,156
1504,2023-03-14,Fried Rice,1,363.41,Cloudy,1,1,127,284
1505,2024-10-17,Biryani,10,307.08,Cloudy,0,0,263,184
1506,2023-11-02,Salad,11,297.27,Sunny,0,1,106,101
1507,2023-04-13,Coffee,16,133.37,Cloudy,1,0,153,98
1508,2024-12-15,Ice Cream,10,133.48,Rainy,1,0,276,126
1509,2023-09-08,Wrap,12,251.45,Rainy,0,0,199,434
1510,2023-02-03,Coffee,16,198.06,Hot,0,0,151,396
1511,2024-10-02,Pizza,9,447.59,Cloudy,0,0,180,150
1512,2023-10-29,Wrap,13,481.42,Hot,1,1,52,261
1513,2024-05-07,Sandwich,17,495.45,Hot,0,1,173,331
1514,2024-10-04,Wrap,18,489.24,Sunny,1,1,149,179
1515,2023-03-04,Salad,13,420.83,Hot,1,0,284,374
1516,2024-02-25,Ice Cream,3,59.49,Rainy,1,0,75,298
1517,2023-08-30,Cake,5,242.28,Sunny,1,1,283,93
1518,2023-03-20,Tea,17,369.97,Hot,1,1,227,388
1519,2024-10-12,Salad,12,211.62,Rainy,1,0,88,130
1520,2023-04-26,Juice,17,111.71,Rainy,0,1,26,378
1521,2024-05-07,Wrap,4,469.98,Cloudy,1,1,26,52
1522,2023-11-02,Pasta,3,277.77,Sunny,0,1,226,204
1523,2024-03-29,Juice,7,267.36,Rainy,1,0,156,192
1524,2023-12-07,Coffee,19,159.11,Sunny,1,0,247,193
1525,2023-02-18,Pizza,17,394.06,Sunny,1,1,246,80
1526,2023-12-21,Cake,11,500.0,Rainy,1,1,199,297
1527,2024-07-29,Juice,3,433.91,Sunny,1,1,150,268
1528,2023-11-10,Burger,2,375.27,Sunny,0,0,79,498
1529,2024-05-12,Burger,17,476.2,Cloudy,0,0,215,84
1530,2023-12-07,Pizza,7,131.92,Rainy,1,0,112,266
1531,2023-05-08,Pasta,12,473.68,Sunny,0,1,286,402
1532,2023-09-05,Salad,17,170.72,Sunny,1,1,121,309
1533,2023-06-07,Ice Cream,12,448.12,Rainy,1,1,190,183
1534,2024-08-08,Noodles,2,369.12,Cloudy,0,0,236,403
1535,2023-02-14,Cake,11,238.03,Hot,1,1,280,175
1536,2024-06-02,Biryani,12,314.11,Rainy,0,1,168,445
1537,2024-02-27,Coffee,6,377.24,Cloudy,1,1,107,108
1538,2024-04-19,Ice Cream,8,162.2,Hot,0,0,120,194
1539,2023-02-28,Juice,15,280.53,Hot,0,1,144,71
1540,2023-12-20,Tea,13,270.47,Sunny,1,0,163,123
1541,2024-06-10,Burger,16,329.89,Sunny,0,1,42,65
1542,2023-08-19,Fried Rice,1,162.34,Sunny,1,1,39,80
1543,2024-03-17,Burger,5,237.71,Rainy,1,1,234,342
1544,2024-07-07,Burger,17,238.44,Hot,1,1,193,105
1545,2024-10-12,Salad,2,362.25,Rainy,0,0,57,290
1546,2023-02-24,Tacos,14,468.56,Rainy,1,1,297,76
1547,2023-07-16,Pasta,18,191.22,Hot,1,0,106,122
1548,2023-06-03,Tacos,5,53.09,Sunny,1,1,193,343
1549,2023-02-04,Ice Cream,10,87.28,Sunny,1,0,99,384
1550,2024-02-17,Tea,6,242.47,Hot,1,0,69,317
1551,2024-02-21,Biryani,14,411.22,Cloudy,1,0,238,137
1552,2024-09-04,Salad,8,432.89,Rainy,0,0,88,410
1553,2023-12-26,Wrap,12,108.86,Sunny,1,0,80,211
1554,2024-06-04,Fried Rice,11,369.22,Rainy,1,0,263,497
1555,2023-03-21,Noodles,14,160.08,Cloudy,0,1,170,483
1556,2024-02-17,Juice,13,348.77,Rainy,0,0,185,460
1557,2023-12-17,Ice Cream,3,421.14,Hot,1,0,169,462
1558,2023-03-22,Sandwich,1,330.87,Sunny,0,0,144,366
1559,2023-09-14,Coffee,6,124.51,Hot,1,0,299,220
1560,2024-10-26,Pasta,18,186.13,Sunny,0,1,55,380
1561,2023-02-22,Pasta,3,213.95,Hot,1,1,129,295
1562,2024-02-14,Juice,5,217.33,Rainy,0,0,175,311
1563,2023-04-19,Wrap,9,206.89,Cloudy,0,1,248,80
1564,2024-10-18,Biryani,17,370.89,Sunny,1,0,119,251
1565,2023-05-10,Sandwich,3,328.46,Rainy,1,1,175,121
1566,2023-03-24,Noodles,8,60.71,Hot,0,0,123,202
1567,2023-08-01,Salad,6,422.36,Cloudy,0,0,140,447
1568,2023-12-20,Noodles,12,64.17,Cloudy,1,0,40,318
1569,2023-12-12,Tea,16,295.94,Cloudy,0,0,110,314
1570,2023-10-30,Wrap,17,491.46,Rainy,1,1,52,154
1571,2023-01-01,Ice Cream,11,117.75,Sunny,1,0,108,201
1572,2024-05-25,Biryani,8,123.69,Sunny,0,0,250,463
1573,2023-10-15,Pizza,14,163.64,Cloudy,1,1,142,106
1574,2024-06-08,Ice Cream,17,266.91,Sunny,1,1,76,217
1575,2024-05-25,Cake,13,414.07,Cloudy,1,0,262,472
1576,2023-09-17,Fried Rice,3,166.37,Rainy,1,1,276,92
1577,2023-03-19,Tea,13,261.4,Cloudy,0,0,118,311
1578,2024-04-12,Fried Rice,3,63.47,Hot,0,1,233,119
1579,2024-03-22,Noodles,15,270.55,Sunny,0,1,86,384
1580,2024-01-04,Noodles,13,477.27,Cloudy,1,1,158,104
1581,2024-02-05,Noodles,5,173.22,Sunny,1,1,33,141
1582,2024-05-03,Cake,12,53.41,Rainy,1,0,184,76
1583,2024-09-23,Coffee,8,472.87,Rainy,0,1,216,70
1584,2023-12-10,Salad,7,380.6,Cloudy,0,1,98,423
1585,2023-10-27,Cake,16,184.61,Hot,0,0,127,366
1586,2023-07-28,Wrap,4,439.35,Hot,0,0,122,166
1587,2023-02-10,Tacos,7,380.39,Rainy,1,1,76,307
1588,2023-04-12,Tacos,12,225.77,Sunny,0,0,234,338
1589,2024-04-24,Burger,11,367.43,Cloudy,0,1,190,135
1590,2023-12-31,Salad,15,401.28,Hot,0,1,124,219
1591,2023-03-08,Fried Rice,12,72.18,Rainy,1,1,237,67
1592,2024-07-16,Juice,6,430.81,Sunny,0,1,272,64
1593,2023-11-11,Ice Cream,5,476.52,Sunny,1,1,53,288
1594,2023-03-02,Tea,1,393.99,Cloudy,1,0,179,458
1595,2024-10-05,Salad,13,110.24,Rainy,1,0,179,219
1596,2023-03-13,Sandwich,18,264.73,Cloudy,0,1,159,398
1597,2024-09-19,Salad,14,455.25,Rainy,1,1,230,364
1598,2024-01-19,Coffee,19,176.44,Hot,0,0,94,136
1599,2024-07-27,Biryani,12,444.91,Cloudy,1,0,31,165
1600,2023-06-14,Biryani,15,372.81,Cloudy,0,1,113,278
1601,2024-05-18,Pizza,15,417.95,Sunny,0,1,133,458
1602,2024-03-13,Noodles,2,371.3,Hot,0,0,108,278
1603,2024-06-07,Salad,18,270.76,Hot,0,1,147,82
1604,2023-01-06,Coffee,17,163.15,Hot,0,0,291,145
1605,2024-12-03,Noodles,8,185.76,Sunny,0,1,236,389
1606,2023-03-02,Coffee,3,323.14,Sunny,1,1,125,139
1607,2024-10-15,Pasta,17,150.69,Rainy,0,1,96,165
1608,2024-04-22,Tacos,10,286.82,Hot,0,0,60,99
1609,2024-04-09,Cake,18,267.58,Sunny,1,0,180,128
1610,2024-05-06,Burger,13,205.28,Sunny,1,0,283,276
1611,2023-03-13,Salad,19,332.54,Rainy,1,0,53,427
1612,2023-12-20,Tea,10,431.03,Rainy,0,1,107,455
1613,2024-04-29,Tacos,6,293.43,Cloudy,0,1,211,144
1614,2024-04-17,Ice Cream,9,285.48,Sunny,1,1,104,302
1615,2023-01-25,Ice Cream,6,279.55,Sunny,1,1,122,397
1616,2023-12-02,Fried Rice,17,313.55,Cloudy,1,0,197,408
1617,2023-04-24,Tacos,14,111.26,Cloudy,0,1,24,249
1618,2024-03-06,Noodles,12,322.24,Sunny,0,0,192,199
1619,2023-06-21,Fried Rice,11,232.76,Rainy,1,0,108,432
1620,2024-02-26,Pasta,12,292.09,Sunny,0,0,215,358
1621,2023-01-29,Wrap,4,235.47,Rainy,1,0,297,350
1622,2023-11-26,Noodles,2,345.58,Hot,1,1,91,84
1623,2024-03-26,Coffee,3,325.53,Sunny,1,0,282,491
1624,2024-02-29,Tacos,6,273.95,Rainy,1,0,250,168
1625,2023-04-14,Burger,8,273.33,Rainy,1,0,139,468
1626,2023-06-26,Pasta,12,486.0,Rainy,0,0,104,113
1627,2024-06-05,Pasta,17,72.39,Hot,0,0,123,101
1628,2024-03-27,Noodles,10,288.56,Hot,0,0,164,118
1629,2024-09-30,Pasta,18,480.56,Hot,1,1,298,115
1630,2023-10-14,Noodles,6,331.03,Cloudy,1,0,150,437
1631,2023-10-27,Juice,2,290.51,Cloudy,0,1,34,282
1632,2023-03-16,Tea,12,280.98,Rainy,1,1,56,77
1633,2023-02-12,Noodles,16,396.13,Rainy,0,1,280,495
1634,2023-06-18,Burger,9,81.04,Rainy,1,0,61,483
1635,2023-12-06,Tacos,8,387.91,Rainy,0,1,54,248
1636,2024-09-12,Salad,4,184.11,Rainy,0,1,151,95
1637,2024-08-19,Biryani,10,238.92,Cloudy,1,0,88,266
1638,2023-05-22,Noodles,5,417.91,Rainy,0,0,167,268
1639,2024-05-20,Biryani,9,225.68,Sunny,0,1,40,151
1640,2023-01-01,Tacos,1,428.76,Hot,1,0,88,462
1641,2023-05-07,Wrap,15,288.7,Hot,1,1,154,435
1642,2024-09-12,Ice Cream,4,492.77,Hot,1,0,155,89
1643,2024-04-24,Salad,10,400.75,Cloudy,0,0,73,198
1644,2024-05-25,Noodles,8,148.37,Cloudy,0,0,180,467
1645,2024-07-22,Ice Cream,9,68.15,Cloudy,1,0,294,232
1646,2024-03-02,Sandwich,2,483.68,Hot,1,0,122,327
1647,2023-06-24,Pasta,2,208.34,Sunny,1,0,55,83
1648,2024-10-29,Wrap,14,182.66,Cloudy,0,0,107,151
1649,2024-06-11,Cake,4,439.36,Hot,1,0,259,53
1650,2024-12-13,Cake,14,231.51,Sunny,1,1,261,319
1651,2024-07-27,Tea,1,273.06,Cloudy,0,1,232,208
1652,2024-05-20,Pizza,6,260.86,Sunny,1,1,144,182
1653,2023-11-27,Coffee,5,246.7,Rainy,0,1,159,244
1654,2023-01-14,Juice,15,477.88,Cloudy,1,0,186,489
1655,2023-06-21,Sandwich,2,478.33,Hot,1,0,69,50
1656,2024-06-16,Fried Rice,9,491.17,Cloudy,1,0,89,114
1657,2023-01-07,Fried Rice,7,350.87,Rainy,1,0,150,306
1658,2023-04-17,Pasta,14,213.85,Rainy,1,0,218,490
1659,2023-06-06,Salad,10,144.13,Rainy,0,1,241,267
1660,2024-03-01,Wrap,5,443.82,Sunny,0,0,48,266
1661,2023-07-11,Salad,10,375.92,Rainy,1,1,238,390
1662,2023-07-03,Sandwich,16,102.27,Sunny,0,1,232,358
1663,2024-11-10,Tacos,6,330.78,Cloudy,1,1,30,436
1664,2024-08-05,Cake,6,88.71,Hot,0,0,216,75
1665,2024-10-10,Pasta,14,499.94,Rainy,0,0,187,214
1666,2024-04-29,Sandwich,4,258.83,Rainy,1,0,97,284
1667,2023-12-21,Fried Rice,5,464.43,Rainy,0,1,286,127
1668,2024-11-01,Cake,6,400.77,Cloudy,1,0,241,67
1669,2024-12-26,Ice Cream,16,253.5,Hot,1,1,70,112
1670,2023-01-05,Cake,1,410.06,Rainy,1,1,82,438
1671,2024-09-07,Tea,15,325.12,Rainy,0,1,186,407
1672,2024-01-26,Fried Rice,5,434.85,Rainy,0,0,158,360
1673,2023-06-26,Ice Cream,15,381.7,Rainy,1,0,287,163
1674,2023-07-11,Biryani,9,214.74,Cloudy,1,1,69,260
1675,2023-09-11,Fried Rice,5,497.06,Sunny,1,0,24,474
1676,2023-12-02,Ice Cream,16,225.78,Cloudy,0,0,119,338
1677,2024-08-04,Coffee,8,349.69,Sunny,1,0,290,440
1678,2024-06-26,Noodles,15,339.53,Hot,1,1,103,456
1679,2024-08-23,Coffee,3,349.42,Cloudy,0,0,204,469
1680,2023-04-19,Noodles,2,60.96,Cloudy,0,0,23,181
1681,2023-11-21,Pizza,13,183.06,Hot,1,0,119,237
1682,2024-03-28,Coffee,10,86.97,Sunny,1,1,224,484
1683,2023-03-21,Burger,1,91.13,Cloudy,1,0,168,58
1684,2024-12-27,Wrap,10,498.24,Cloudy,0,0,141,99
1685,2023-01-07,Biryani,18,168.31,Hot,1,1,99,421
1686,2023-05-27,Biryani,17,56.52,Sunny,0,1,129,455
1687,2024-04-12,Noodles,2,96.48,Sunny,1,0,191,424
1688,2023-06-21,Salad,17,277.49,Rainy,0,1,236,282
1689,2023-11-28,Ice Cream,4,384.07,Sunny,1,0,96,421
1690,2024-05-21,Pizza,18,380.04,Cloudy,1,1,272,254
1691,2023-08-21,Noodles,12,138.49,Hot,0,1,25,418
1692,2024-01-21,Biryani,17,111.78,Hot,0,1,239,483
1693,2023-05-07,Tea,6,350.64,Hot,0,0,299,66
1694,2023-02-25,Juice,4,410.82,Hot,0,1,30,208
1695,2023-01-18,Wrap,18,85.37,Hot,0,1,37,80
1696,2023-01-21,Burger,11,251.4,Sunny,0,0,21,412
1697,2024-12-19,Coffee,16,494.99,Sunny,0,1,294,336
1698,2024-12-03,Fried Rice,6,125.19,Sunny,1,1,211,61
1699,2023-01-19,Tea,17,160.94,Rainy,0,0,196,172
1700,2023-06-27,Biryani,6,243.81,Sunny,0,0,90,199
1701,2024-08-27,Pasta,8,61.89,Rainy,1,1,134,376
1702,2023-03-22,Tacos,2,194.91,Hot,1,0,205,482
1703,2024-12-22,Pasta,11,183.41,Cloudy,0,0,123,399
1704,2023-05-13,Tacos,19,260.18,Rainy,1,0,79,431
1705,2023-10-11,Coffee,17,297.02,Sunny,1,0,39,471
1706,2023-06-10,Pasta,12,287.54,Sunny,0,0,264,274
1707,2023-04-09,Biryani,15,53.46,Rainy,0,0,109,265
1708,2024-04-18,Salad,18,118.68,Rainy,0,0,257,164
1709,2024-07-31,Cake,6,119.64,Rainy,0,1,278,472
1710,2024-01-11,Ice Cream,3,193.45,Sunny,0,0,244,123
1711,2024-07-30,Pasta,13,261.63,Sunny,0,1,57,116
1712,2024-10-11,Pizza,15,363.94,Hot,1,1,199,319
1713,2024-04-21,Cake,6,367.38,Rainy,1,0,110,477
1714,2024-06-02,Coffee,7,351.07,Hot,1,1,73,85
1715,2023-01-25,Juice,2,69.17,Rainy,1,1,138,210
1716,2024-01-23,Burger,3,142.81,Rainy,0,0,242,251
1717,2023-07-20,Pizza,5,342.87,Hot,1,1,268,244
1718,2023-04-19,Pasta,19,304.29,Rainy,1,1,236,245
1719,2024-05-18,Sandwich,9,76.58,Rainy,1,0,27,495
1720,2023-08-23,Fried Rice,11,449.92,Rainy,1,0,86,116
1721,2023-08-11,Salad,11,190.23,Cloudy,1,1,108,303
1722,2023-04-27,Tacos,11,69.51,Hot,0,1,62,294
1723,2023-01-15,Pasta,19,229.9,Sunny,1,1,152,217
1724,2024-03-11,Sandwich,6,409.82,Rainy,1,0,291,359
1725,2023-09-09,Pasta,15,271.52,Rainy,1,0,174,400
1726,2023-07-04,Coffee,5,298.36,Rainy,1,0,277,354
1727,2024-04-03,Cake,18,259.3,Sunny,0,0,241,259
1728,2024-08-02,Biryani,4,266.23,Hot,1,1,66,470
1729,2023-09-28,Fried Rice,5,494.84,Sunny,0,0,234,144
1730,2024-04-17,Cake,13,425.64,Rainy,1,0,156,211
1731,2024-07-16,Cake,18,464.29,Hot,0,0,243,105
1732,2023-07-07,Coffee,3,131.31,Sunny,1,0,133,138
1733,2024-03-26,Tea,4,351.89,Rainy,0,1,200,55
1734,2023-05-29,Coffee,14,386.55,Rainy,0,1,195,234
1735,2024-10-12,Tea,4,69.36,Sunny,0,0,141,279
1736,2024-11-24,Wrap,18,182.09,Rainy,0,0,185,90
1737,2023-10-24,Juice,15,421.83,Hot,1,1,157,388
1738,2023-08-18,Coffee,19,213.65,Sunny,0,1,61,373
1739,2023-05-14,Salad,9,468.92,Sunny,1,0,214,170
1740,2024-02-11,Pasta,7,125.48,Sunny,0,0,128,202
1741,2023-02-04,Coffee,4,341.73,Hot,0,1,266,65
